name,tag,gen,format,category,item,ability,nature,move1,move2,move3,move4,hp_ev,atk_ev,def_ev,spa_ev,spd_ev,spe_ev,hp_iv,atk_iv,def_iv,spa_iv,spd_iv,spe_iv,teratypes
Tyranitar,regular,8,godlygift,singles,Heavy-Duty Boots|Leftovers|Smooth Rock,,Careful,Stealth Rock,Rock Blast,Foul Play/Rest,Thunder Wave/Toxic,252,0,4,0,252,0,31,31,31,31,31,31,
Tyranitar,regular,8,godlygift,singles,Heavy-Duty Boots|Lum Berry|Smooth Rock,,Jolly,Stone Edge,Crunch,Dragon Dance,Ice Punch/Stealth Rock,252,0,0,0,4,252,31,31,31,31,31,31,
Tyranitar,regular,8,doublesou,doubles,Sitrus Berry,,Brave,Stone Edge,Crunch,Ice Beam,Stealth Rock,188,252,0,68,0,0,31,31,31,31,31,31,
Tyranitar,regular,8,bdspou,singles,Choice Band,,Adamant|Jolly,Stone Edge,Crunch,Earthquake,Ice Fang/Fire Fang,0,252,0,0,4,252,31,31,31,31,31,31,
Tyranitar,regular,8,bdspou,singles,Chople Berry|Leftovers,,Brave,Crunch,Fire Blast,Ice Beam,Stealth Rock,80,28,0,104,180,116,31,31,31,31,31,31,
Tyranitar,regular,8,nationaldexmonotype,singles,Leftovers,,Careful|Sassy,Stealth Rock,Rock Slide,Heavy Slam/Fire Blast,Thunder Wave,252,4,0,0,252,0,31,31,31,31,31,31,
Tyranitar,mega,8,nationaldexmonotype,singles,Tyranitarite,,Jolly,Dragon Dance,Stone Edge,Fire Punch,Ice Punch/Earthquake,0,252,0,0,4,252,31,31,31,31,31,31,
Tyranitar,regular,8,nationaldexag,singles,Leftovers|Tyranitarite,,Careful,Pursuit,Rock Tomb,Foul Play/Stealth Rock,Rest,252,0,4,0,252,0,31,31,31,31,31,31,
Tyranitar,regular,8,anythinggoes,singles,Leftovers|Heavy-Duty Boots,,Careful,Stealth Rock,Rock Blast,Foul Play/Thunder Wave,Rest,252,0,4,0,252,0,31,31,31,31,31,31,
Lugia,regular,8,battlestadiumsingles,singles,Weakness Policy|Kee Berry|Lum Berry,Multiscale,Timid,Calm Mind,Aeroblast,Earth Power,Recover,189,0,3,142,0,173,31,31,31,31,31,31,
Lugia,regular,8,battlestadiumsingles,singles,Leftovers|Kee Berry|Rocky Helmet,Multiscale,Bold|Timid,Thunder Wave,Calm Mind,Recover,Air Slash/Aeroblast,252,0,108,0,0,148,31,31,31,31,31,31,
Lugia,regular,8,battlestadiumsingles,singles,Leftovers|Rocky Helmet,Multiscale,Bold,Thunder Wave,Recover,Whirlwind,Substitute/Air Slash/Ice Beam,252,0,252,0,0,4,31,31,31,31,31,31,
Lugia,regular,8,ubers,singles,Heavy-Duty Boots,Multiscale,Bold,Roost,Ice Beam,Whirlwind,Toxic/Thunder Wave,252,0,160,0,0,96,31,31,31,31,31,31,
Lugia,regular,8,balancedhackmons,singles,Heavy-Duty Boots,Aerilate,Bold,Boomburst,Rapid Spin,Recover,Anchor Shot,85,85,85,85,85,85,31,31,31,31,31,31,
Lugia,regular,8,nationaldexag,singles,Heavy-Duty Boots,Multiscale,Bold,Roost,Whirlwind,Thunder Wave,Toxic/Psychic/Ice Beam,252,0,252,0,4,0,31,31,31,31,31,31,
Ho-Oh,regular,8,battlestadiumdoubles,doubles,Weakness Policy|Life Orb|Safety Goggles,Regenerator,Adamant,Sacred Fire/Flare Blitz,Brave Bird,Earthquake/Recover,Protect,252,252,0,0,0,4,31,31,31,31,31,31,
Ho-Oh,regular,8,battlestadiumsingles,singles,Heavy-Duty Boots,Regenerator,Impish,Sacred Fire,Brave Bird,Earthquake/Substitute/Whirlwind/Thunder Wave,Recover,252,0,252,0,0,4,31,31,31,31,31,31,
Ho-Oh,regular,8,battlestadiumsingles,singles,Assault Vest,Regenerator,Adamant,Sacred Fire,Brave Bird,Earthquake,Giga Drain/Mystical Fire,220,236,4,0,4,44,31,31,31,31,31,31,
Ho-Oh,regular,8,battlestadiumsingles,singles,Life Orb,Regenerator,Jolly|Adamant,Sacred Fire,Brave Bird,Earthquake,Recover,0,252,4,0,0,252,31,31,31,31,31,31,
Ho-Oh,regular,8,battlestadiumsingles,singles,Choice Scarf,Regenerator,Jolly,Sacred Fire,Brave Bird,Earthquake,Mystical Fire/Giga Drain/Thunder Wave,0,252,4,0,0,252,31,31,31,31,31,31,
Ho-Oh,regular,8,godlygift,singles,Heavy-Duty Boots,Regenerator,Impish,Sacred Fire/Flare Blitz,Defog/Recover/Toxic,Toxic/Thunder Wave/Earthquake,Brave Bird/Whirlwind,248,0,252,0,8,0,31,31,31,31,31,31,
Ho-Oh,regular,8,godlygift,singles,Choice Band,Regenerator,Adamant,Sacred Fire,Brave Bird,Earthquake,Whirlwind/Flare Blitz,248,252,8,0,0,0,31,31,31,31,31,31,
Ho-Oh,regular,8,mixandmega,singles,Heavy-Duty Boots,Regenerator,Impish,Defog,Roost,Sacred Fire/Flare Blitz,Earthquake/Brave Bird/Toxic,252,0,204,0,52,0,31,31,31,31,31,31,
Ho-Oh,regular,8,ubers,singles,Heavy-Duty Boots,Regenerator,Impish,Sacred Fire,Defog,Toxic/Thunder Wave/Brave Bird,Whirlwind/Brave Bird,248,0,208,0,52,0,31,31,31,31,31,31,
Ho-Oh,regular,8,ubers,singles,Choice Band,Regenerator,Adamant,Sacred Fire,Brave Bird,Earthquake,Whirlwind/Flare Blitz/Defog,248,208,0,0,52,0,31,31,31,31,31,31,
Ho-Oh,regular,8,ubers,singles,Heavy-Duty Boots,Regenerator,Adamant,Sacred Fire/Flare Blitz,Brave Bird,Thunder Wave,Defog/Whirlwind/Substitute,248,192,0,0,52,16,31,31,31,31,31,31,
Ho-Oh,regular,8,balancedhackmons,singles,Heavy-Duty Boots,Desolate Land,Careful|Adamant,V-create,Nuzzle/Glare,Spikes,Recover,102,102,102,0,102,102,31,31,31,31,31,31,
Ho-Oh,regular,8,balancedhackmons,singles,Heavy-Duty Boots,Magic Bounce,Careful,Fire Lash/V-create,Anchor Shot,Nuzzle/Spectral Thief,Recover,102,102,102,0,102,102,31,31,31,31,31,31,
Ho-Oh,regular,8,balancedhackmons,singles,Heavy-Duty Boots,Prankster,Sassy|Adamant,Haze/Topsy-Turvy/Destiny Bond,V-create,Glare/Parting Shot/U-turn/Destiny Bond/Copycat,Shore Up,102,102,102,0,102,102,31,31,31,31,31,31,
Ho-Oh,regular,8,balancedhackmons,singles,Life Orb,Magic Guard,Adamant|Careful,Brave Bird,Fire Lash/V-create,Recover,Nuzzle/Swords Dance/Spikes,102,102,102,0,102,102,31,31,31,31,31,31,
Ho-Oh,regular,8,balancedhackmons,singles,Heavy-Duty Boots,Aerilate,Careful|Adamant,Rapid Spin,Extreme Speed,V-create/Fire Lash,Recover,102,102,102,0,102,102,31,31,31,31,31,31,
Ho-Oh,regular,8,nationaldexag,singles,Heavy-Duty Boots,Regenerator,Impish,Sacred Fire,Toxic,Defog,Whirlwind/Protect/Brave Bird,248,0,208,0,52,0,31,31,31,31,31,31,
Ho-Oh,regular,8,anythinggoes,singles,Heavy-Duty Boots,Regenerator,Impish,Sacred Fire,Thunder Wave,Defog/Earthquake,Brave Bird/Whirlwind,248,0,208,0,52,0,31,31,31,31,31,31,
Celebi,regular,8,ru,singles,Heavy-Duty Boots|Leftovers|Life Orb,,Timid,Nasty Plot,Psychic,Aura Sphere/Earth Power/Leaf Storm,Recover/Leaf Storm,0,0,0,252,4,252,31,0,31,31,31,31,
Celebi,regular,8,1v1,singles,Choice Specs,,Timid,Leaf Storm,Trick,Rest/Recover,Dazzling Gleam/Psychic/Earth Power,0,0,0,252,4,252,31,31,31,31,31,31,
Celebi,regular,8,1v1,singles,Choice Scarf,,Jolly,Trick,Recover,Zen Headbutt,Leaf Blade,0,188,184,0,0,136,31,31,31,31,31,31,
Celebi,regular,8,1v1,singles,Occa Berry,,Timid,Leech Seed,Substitute,Protect,Pollen Puff/Psychic/Dazzling Gleam/Worry Seed,252,0,0,0,20,236,31,31,31,31,31,31,
Celebi,regular,8,monotype,singles,Leftovers|Rocky Helmet,,Timid,Stealth Rock,Giga Drain,Recover,U-turn/Thunder Wave,248,0,20,0,0,240,31,31,31,31,31,31,
Celebi,regular,8,monotype,singles,Life Orb,,Timid,Nasty Plot,Giga Drain,Psychic,Earth Power/Weather Ball,0,0,0,252,4,252,31,31,31,31,31,31,
Celebi,regular,8,bdspou,singles,Leftovers,,Calm,Giga Drain,Recover,U-turn/Thunder Wave/Psychic,Stealth Rock/Thunder Wave/Psychic,248,0,0,0,240,20,31,31,31,31,31,31,
Celebi,regular,8,bdspou,singles,Choice Scarf,,Timid|Modest,Leaf Storm,Psychic,U-turn,Healing Wish,0,0,0,252,4,252,31,31,31,31,31,31,
Celebi,z-attack,8,nationaldexmonotype,singles,Groundium Z|Expert Belt,,Timid,Nasty Plot,Earth Power,Hidden Power Fire,Psychic/Recover,0,0,0,252,4,252,31,31,31,31,31,31,
Celebi,z-attack,8,nationaldexru,singles,Fightinium Z,,Timid,Recover,Psychic,Aura Sphere,Nasty Plot,0,0,4,252,0,252,31,0,31,31,31,31,
Celebi,regular,8,nationaldexru,singles,Choice Scarf,,Timid,Psychic,Trick,Healing Wish,U-turn,0,0,0,252,4,252,31,31,31,31,31,31,
Celebi,regular,8,nationaldexru,singles,Colbur Berry,,Calm,Healing Wish,Giga Drain,U-turn,Future Sight,252,0,4,0,252,0,31,31,31,31,31,30,
Treecko,regular,8,lc,singles,Grassy Seed|Berry Juice,Unburden,Adamant,Swords Dance,Bullet Seed,Drain Punch,Acrobatics/Rock Slide,36,236,156,0,0,36,31,31,31,31,31,31,
Sceptile,regular,8,nu,singles,Electric Seed|Grassy Seed,Unburden,Adamant,Swords Dance,Leaf Blade,Acrobatics/Rock Slide,Low Kick/Earthquake,248,252,8,0,0,0,31,31,31,31,31,31,
Sceptile,mega,8,nationaldexru,singles,Sceptilite,,Timid,Leaf Storm,Dragon Pulse,Protect,Leech Seed/Focus Blast/Hidden Power Fire,0,0,0,252,4,252,31,0,31,31,31,31,
Combusken,regular,8,nfe,singles,Leftovers,Speed Boost,Timid,Flamethrower,Protect,Toxic,Substitute/Focus Blast,0,0,0,252,4,252,31,31,31,31,31,31,
Combusken,regular,8,nfe,singles,Eviolite,Speed Boost,Jolly,Swords Dance,Protect,Flare Blitz,Brick Break/Thunder Punch,0,252,0,0,4,252,31,31,31,31,31,31,
Blaziken,regular,8,ou,singles,Leftovers,Speed Boost,Adamant,Swords Dance,Flare Blitz/Blaze Kick,Close Combat,Protect,144,252,0,0,0,112,31,31,31,31,31,31,
Blaziken,regular,8,ou,singles,Air Balloon|Life Orb|Protective Pads,Speed Boost,Adamant|Jolly,Swords Dance,Flare Blitz,Close Combat,Knock Off/Thunder Punch,0,252,0,0,4,252,31,31,31,31,31,31,
Blaziken,regular,8,nationaldex,singles,Life Orb,Speed Boost,Jolly,Swords Dance,Flare Blitz,Close Combat,Thunder Punch,0,252,0,0,4,252,31,31,31,31,31,31,
Blaziken,regular,8,1v1,singles,Weakness Policy,Speed Boost,Naive,Will-O-Wisp,Overheat,Close Combat/High Jump Kick/Reversal,Endure,228,0,12,192,0,76,31,31,31,31,31,31,
Blaziken,regular,8,battlestadiumsingles,singles,Life Orb|Weakness Policy,Speed Boost,Adamant|Jolly,Close Combat,Flare Blitz,Protect/Swords Dance,Swords Dance/Thunder Punch/Earthquake,0,252,0,0,4,252,31,31,31,31,31,31,
Blaziken,regular,8,battlestadiumsingles,singles,Focus Sash|Weakness Policy,Speed Boost,Jolly,Swords Dance/Bulk Up,Baton Pass,Protect,Close Combat,0,252,0,0,4,252,31,31,31,31,31,31,
Blaziken,regular,8,battlestadiumsingles,singles,Life Orb|Weakness Policy,Speed Boost,Modest|Timid,Fire Blast,Solar Beam,Protect/Scorching Sands,Scorching Sands/Focus Blast/Aura Sphere,0,0,0,252,4,252,31,31,31,31,31,31,
Blaziken,regular,8,godlygift,singles,Life Orb,Speed Boost,Adamant,Swords Dance,Protect,Close Combat,Flare Blitz,0,252,0,0,4,252,31,31,31,31,31,31,
Marshtomp,regular,8,nfe,singles,Eviolite,Damp,Careful,Earthquake,Stealth Rock,Rest,Sleep Talk,247,0,127,0,135,0,31,31,31,31,31,31,
Marshtomp,regular,8,nfe,singles,Eviolite,,Careful,Scald,Earthquake,Toxic/Yawn,Stealth Rock,252,4,0,0,252,0,31,31,31,31,31,31,
Swampert,regular,8,uu,singles,Leftovers,,Sassy,Earthquake,Flip Turn,Toxic/Yawn,Stealth Rock,252,0,144,0,112,0,31,31,31,31,31,31,
Swampert,regular,8,ou,singles,Leftovers,Damp,Sassy,Stealth Rock,Flip Turn,Earthquake,Toxic,252,0,4,0,252,0,31,31,31,31,31,0,
Swampert,mega,8,nationaldex,singles,Swampertite,Damp,Jolly,Waterfall,Earthquake,Ice Punch,Flip Turn,0,252,0,0,4,252,31,31,31,31,31,31,
Swampert,regular,8,1v1,singles,Assault Vest,Damp,Relaxed|Impish,Ice Punch,Earthquake,Counter,Mirror Coat,244,4,212,0,48,0,31,31,31,31,31,31,
Swampert,regular,8,1v1,singles,Petaya Berry,,Brave,Hydro Cannon,Earthquake,Yawn,Endure,240,96,36,44,92,0,31,31,31,31,31,31,
Swampert,regular,8,1v1,singles,Chilan Berry,,Brave,Earthquake,Ice Beam,Yawn,Endure,164,148,96,0,0,0,31,31,31,31,31,31,
Swampert,regular,8,monotype,singles,Leftovers,,Careful,Stealth Rock,Earthquake,Roar,Flip Turn,240,16,0,0,252,0,31,31,31,31,31,31,
Swampert,regular,8,battlestadiumsingles,singles,Sitrus Berry|Rindo Berry|Focus Sash,Damp|Torrent,Relaxed,Stealth Rock,Flip Turn,Yawn,Earthquake/Ice Beam,252,0,252,0,4,0,31,31,31,31,31,0,
Swampert,regular,8,battlestadiumsingles,singles,Sitrus Berry|Focus Sash|Leftovers,Torrent|Damp,Relaxed,Stealth Rock,Flip Turn,Yawn,Earthquake/Counter/Mirror Coat/Protect,252,0,220,0,36,0,31,31,31,31,31,0,
Swampert,regular,8,battlestadiumsingles,singles,Focus Sash,Torrent|Damp,Adamant|Brave,Counter,Mirror Coat,Flip Turn/Earthquake/Yawn,Earthquake,252,252,0,0,0,4,31,31,31,31,31,31,
Swampert,regular,8,almostanyability,singles,Rocky Helmet,Regenerator,Relaxed,Flip Turn,Stealth Rock,Earthquake/Earth Power,Toxic/Roar,248,0,252,0,8,0,31,31,31,31,31,0,
Swampert,regular,8,almostanyability,singles,Assault Vest,Regenerator,Sassy,Flip Turn,Mirror Coat/Counter,Earthquake/Earth Power,Stone Edge/Scald,252,0,4,0,252,0,31,31,31,31,31,0,
Swampert,regular,8,nationaldexmonotype,singles,Leftovers,,Impish,Stealth Rock,Earthquake,Flip Turn/Scald,Roar/Toxic,252,4,252,0,0,0,31,31,31,31,31,31,
Swampert,mega,8,nationaldexmonotype,singles,Swampertite,,Jolly,Waterfall,Earthquake,Ice Punch/Stone Edge,Flip Turn/Stealth Rock,0,252,0,0,4,252,31,31,31,31,31,31,
Linoone,regular,8,ru,singles,Figy Berry,Gluttony,Adamant,Belly Drum,Extreme Speed,Stomping Tantrum,Seed Bomb/Throat Chop,60,252,0,0,0,196,31,31,31,31,31,31,
Linoone,regular,8,godlygift,singles,Aguav Berry,Gluttony,Adamant,Belly Drum,Extreme Speed,Throat Chop,Stomping Tantrum/Seed Bomb,180,252,0,0,4,72,31,31,31,31,31,31,
Linoone-Galar,regular,8,nfe,singles,Eviolite,Quick Feet,Jolly,Knock Off,Double-Edge,Taunt,Parting Shot,0,252,0,0,4,252,31,31,31,31,31,31,
Linoone-Galar,regular,8,nfe,singles,Toxic Orb,Quick Feet,Jolly,Knock Off,Facade,Protect/Switcheroo/Taunt,Parting Shot,0,252,0,0,4,252,31,31,31,31,31,31,
Ludicolo,regular,8,zu,singles,Life Orb,,Modest,Hydro Pump,Giga Drain,Ice Beam,Rain Dance,0,0,0,252,4,252,29,31,31,31,31,31,
Ludicolo,regular,8,zu,singles,Assault Vest,Own Tempo,Modest,Scald,Giga Drain,Ice Beam,Knock Off,160,0,0,252,0,96,31,31,31,31,31,31,
Ludicolo,regular,8,ru,singles,Life Orb,,Modest,Weather Ball/Hydro Pump,Giga Drain,Ice Beam,Protect,0,0,0,252,4,252,31,0,31,31,31,31,
Pelipper,regular,8,ou,singles,Damp Rock,Drizzle,Bold,Scald,Roost,U-turn,Defog,248,0,208,0,52,0,31,31,31,31,31,31,
Pelipper,regular,8,ou,singles,Choice Specs,Drizzle,Timid,Hydro Pump,Surf,Hurricane,U-turn,0,0,0,252,4,252,31,31,31,31,31,31,
Pelipper,regular,8,nationaldex,singles,Damp Rock,Drizzle,Bold,Scald,Defog,Roost,U-turn,252,0,252,0,4,0,31,31,31,31,31,31,
Pelipper,regular,8,monotype,singles,Heavy-Duty Boots,Drizzle,Bold,Hurricane/Scald,U-turn,Roost,Defog,252,0,252,4,0,0,31,31,31,31,31,31,
Pelipper,regular,8,doublesou,doubles,Eject Button|Damp Rock,Drizzle,Modest,Hurricane,Weather Ball/Scald,Tailwind,Protect,132,0,0,192,0,184,31,31,31,31,31,31,
Pelipper,regular,8,nationaldexmonotype,singles,Choice Specs,Drizzle,Timid,Hurricane,Hydro Pump,U-turn,Defog/Knock Off,0,0,0,252,4,252,31,31,31,31,31,31,
Pelipper,regular,8,nationaldexmonotype,singles,Heavy-Duty Boots,Drizzle,Relaxed,Scald,U-turn,Roost,Defog,252,0,252,0,4,0,31,31,31,31,31,9,
Gardevoir,regular,8,ru,singles,Choice Scarf,Trace,Timid,Moonblast,Psychic,Trick/Mystical Fire,Healing Wish,0,0,0,252,4,252,31,0,31,31,31,31,
Gardevoir,regular,8,ru,singles,Choice Specs,Trace,Timid,Moonblast,Psychic,Focus Blast,Shadow Ball,0,0,0,252,4,252,31,31,31,31,31,31,
Gardevoir,mega,8,nationaldex,singles,Gardevoirite,Trace,Timid,Hyper Voice,Psyshock,Mystical Fire/Focus Blast,Taunt,0,0,0,252,4,252,31,31,31,31,31,31,
Gardevoir,regular,8,1v1,singles,Choice Scarf,Trace,Timid,Moonblast,Trick,Disable,Psyshock/Mystical Fire,0,0,4,252,0,252,31,0,31,31,31,31,
Gardevoir,regular,8,1v1,singles,Leftovers,Trace,Timid,Protect,Encore,Disable,Moonblast,56,0,252,0,0,200,31,0,31,31,31,31,
Gardevoir,regular,8,monotype,singles,Choice Scarf,Trace,Timid,Psychic,Healing Wish,Focus Blast,Energy Ball,0,0,0,252,4,252,31,31,31,31,31,31,
Gardevoir,regular,8,monotype,singles,Choice Scarf,Trace,Timid,Moonblast,Focus Blast,Energy Ball,Psychic/Healing Wish,0,0,0,252,4,252,31,31,31,31,31,31,
Gardevoir,regular,8,nationaldexru,singles,Choice Scarf,Trace,Timid,Moonblast,Psyshock,Focus Blast/Mystical Fire/Shadow Ball,Trick/Healing Wish/Teleport,0,0,0,252,4,252,31,0,31,31,31,31,
Gardevoir,regular,8,nationaldexru,singles,Choice Specs,Trace,Timid,Moonblast,Psyshock,Focus Blast,Energy Ball/Mystical Fire/Trick,0,0,0,252,4,252,31,0,31,31,31,31,
Breloom,regular,8,bdspou,singles,Life Orb|Focus Sash,Technician,Jolly,Swords Dance,Mach Punch,Bullet Seed,Spore,0,252,0,0,4,252,31,31,31,31,31,31,
Breloom,regular,8,bdspou,singles,Toxic Orb,Poison Heal,Adamant,Focus Punch,Substitute,Spore,Seed Bomb,108,252,8,0,0,140,31,31,31,31,31,31,
Breloom,regular,8,nationaldexmonotype,singles,Focus Sash|Life Orb,Technician,Jolly|Adamant,Spore/Rock Tomb,Swords Dance,Mach Punch,Bullet Seed,0,252,0,0,4,252,31,31,31,31,31,31,
Breloom,regular,8,nationaldexmonotype,singles,Focus Sash|Rockium Z,Technician,Jolly|Adamant,Swords Dance/Spore,Bullet Seed/Swords Dance,Mach Punch,Rock Tomb/Spore,0,252,0,0,4,252,31,31,31,31,31,31,
Ninjask,regular,8,pu,singles,Heavy-Duty Boots|No Item,,Adamant,Swords Dance,Protect,U-turn,Dual Wingbeat/Acrobatics,152,252,0,0,0,104,31,31,31,31,31,31,
Ninjask,regular,8,nu,singles,Leftovers,,Adamant,Acrobatics,U-turn,Protect,Swords Dance,0,252,88,0,0,168,31,31,31,31,31,31,
Shedinja,regular,8,zu,singles,Heavy-Duty Boots,,Lonely|Naughty,Protect,Toxic,Will-O-Wisp/Swords Dance/Shadow Sneak,Poltergeist/Shadow Sneak,0,252,0,0,0,252,31,31,0,31,0,31,
Shedinja,regular,8,ubers,singles,Heavy-Duty Boots,,Lonely|Naughty,Shadow Sneak,Will-O-Wisp,Toxic/Poltergeist,Protect,0,252,0,0,0,252,31,31,0,31,0,31,
Shedinja,regular,8,ou,singles,Heavy-Duty Boots|Safety Goggles,,Lonely|Hasty,Protect,Will-O-Wisp/Toxic,Swords Dance,Shadow Sneak/Poltergeist,0,252,0,0,0,252,31,31,0,31,0,31,
Shedinja,regular,8,nationaldexag,singles,Heavy-Duty Boots,,Lonely,Baton Pass,Toxic,Shadow Sneak,Will-O-Wisp/Protect,0,252,0,0,0,252,31,31,0,31,0,31,
Shedinja,regular,8,nationaldex,singles,Heavy-Duty Boots,,Mild,Toxic,Will-O-Wisp,Hex,Protect,0,0,0,252,0,252,31,0,0,31,0,31,
Shedinja,regular,8,1v1,singles,Protective Pads,,Hasty,Shadow Sneak,Poltergeist,X-Scissor,Screech,0,252,0,0,0,252,31,31,0,31,31,31,
Shedinja,regular,8,battlestadiumsingles,singles,Focus Sash|Heavy-Duty Boots|Safety Goggles,,Lonely,Poltergeist,Will-O-Wisp,Shadow Sneak,Endure/X-Scissor,0,252,0,0,0,252,31,31,0,31,0,31,
Shedinja,regular,8,anythinggoes,singles,Heavy-Duty Boots|Safety Goggles,,Lonely|Hasty,Toxic,Will-O-Wisp/Protect,Baton Pass,Shadow Sneak,0,252,0,0,0,252,31,31,0,31,0,31,
Exploud,regular,8,nu,singles,Choice Specs,Scrappy,Timid|Modest,Boomburst,Overheat,Surf,Focus Blast,0,0,0,252,4,252,31,31,31,31,31,31,
Sableye,regular,8,2v2doubles,doubles,Sitrus Berry,Prankster,Careful,Fake Out,Quash,Encore,Night Shade/Disable,248,0,8,0,252,0,31,31,31,31,31,31,
Sableye,regular,8,pu,singles,Rocky Helmet|Leftovers,Prankster,Impish|Bold,Knock Off/Foul Play,Recover,Will-O-Wisp,Taunt/Encore,252,0,252,0,4,0,31,31,31,31,31,31,
Sableye,mega,8,nationaldex,singles,Sablenite,Prankster,Impish,Knock Off,Will-O-Wisp,Recover,Protect,248,0,8,0,252,0,31,31,31,31,31,31,
Sableye,regular,8,monotype,singles,Leftovers,Prankster,Careful,Taunt,Will-O-Wisp,Knock Off,Recover,252,0,252,0,4,0,31,31,31,31,31,31,
Sableye,regular,8,monotype,singles,Leftovers,Prankster,Careful,Taunt,Will-O-Wisp,Knock Off,Recover,252,0,4,0,252,0,31,31,31,31,31,31,
Sableye,regular,8,zu,singles,Heavy-Duty Boots,Prankster,Impish,Knock Off,Will-O-Wisp,Encore/Taunt,Recover,252,0,252,0,4,0,31,31,31,31,31,31,
Sableye,regular,8,nu,singles,Rocky Helmet,Prankster,Impish,Encore,Will-O-Wisp,Knock Off,Recover,252,4,252,0,0,0,31,31,31,31,31,31,
Sableye,mega,8,nationaldexmonotype,singles,Sablenite,Prankster,Careful,Knock Off,Will-O-Wisp,Recover,Protect,252,0,112,0,144,0,31,31,31,31,31,31,
Sableye,mega,8,nationaldexmonotype,singles,Sablenite,Prankster,Careful,Knock Off,Will-O-Wisp,Recover,Protect,252,0,100,0,156,0,31,31,31,31,31,31,
Sableye,mega,8,nationaldexag,singles,Sablenite,Prankster,Bold,Fake Out/Protect,Foul Play,Toxic/Will-O-Wisp,Recover,252,0,252,0,4,0,31,31,31,31,31,31,
Mawile,regular,8,zu,singles,Life Orb,Sheer Force,Adamant|Naughty,Play Rough,Iron Head,Sucker Punch,Swords Dance/Fire Blast,0,252,0,0,4,252,31,31,31,31,31,31,
Mawile,mega,8,nationaldex,singles,Mawilite,Intimidate,Adamant,Swords Dance,Play Rough,Sucker Punch,Knock Off/Thunder Punch,92,252,0,0,0,164,31,31,31,31,31,31,
Mawile,mega,8,nationaldex,singles,Mawilite,Intimidate,Adamant,Play Rough,Ice Punch,Thunder Punch,Fire Fang/Brick Break,52,252,0,0,0,204,31,31,31,31,31,31,
Lairon,regular,8,nfe,singles,Choice Band,Rock Head,Adamant,Head Smash,Heavy Slam,Superpower,Stealth Rock/Double-Edge,0,252,0,0,4,252,31,31,31,31,31,31,
Aggron,regular,8,1v1,singles,Choice Band,,Adamant|Naughty,Head Smash,Heavy Slam,Rock Blast,Avalanche/Fire Blast/Low Kick/Earthquake,0,252,4,0,0,252,31,31,31,31,31,31,
Aggron,regular,8,1v1,singles,Choice Scarf,,Adamant,Heavy Slam,Head Smash,Superpower,Rock Blast/Ice Punch,0,252,4,0,0,252,31,31,31,31,31,31,
Aggron,regular,8,1v1,singles,Custap Berry,,Brave,Head Smash,Heavy Slam,Metal Burst,Endure,252,252,0,0,0,0,31,31,0,31,0,0,
Aggron,regular,8,pu,singles,Choice Band,Rock Head,Adamant,Head Smash,Heavy Slam,Aqua Tail,Earthquake,0,252,4,0,0,252,31,31,31,31,31,31,
Aggron,regular,8,pu,singles,Leftovers,Rock Head,Careful,Stealth Rock,Head Smash,Earthquake,Protect/Toxic/Roar,252,4,0,0,252,0,31,31,31,31,31,31,
Medicham,regular,8,nationaldexru,singles,Choice Band|Life Orb,,Jolly|Adamant,High Jump Kick,Ice Punch,Bullet Punch/Thunder Punch/Trick,Zen Headbutt,0,252,0,0,4,252,31,31,31,31,31,31,
Medicham,mega,8,nationaldex,singles,Medichamite,Telepathy,Jolly,Fake Out,High Jump Kick,Zen Headbutt,Ice Punch/Bullet Punch/Thunder Punch,0,252,0,0,4,252,31,31,31,31,31,31,
Manectric,regular,8,zu,singles,Choice Scarf,Lightning Rod,Timid,Thunderbolt,Volt Switch,Overheat,Switcheroo,0,0,0,252,4,252,31,31,31,31,31,31,
Manectric,regular,8,zu,singles,Choice Specs,Lightning Rod,Timid,Thunderbolt,Volt Switch,Overheat/Flamethrower,Switcheroo,0,0,0,252,4,252,31,31,31,31,31,31,
Manectric,regular,8,zu,singles,Leftovers,Lightning Rod,Timid,Substitute,Toxic,Thunderbolt,Flamethrower,0,0,0,252,4,252,31,31,31,31,31,31,
Roselia,regular,8,nfe,singles,Eviolite,Poison Point,Calm,Spikes,Giga Drain/Leaf Storm/Covet,Sludge Bomb,Synthesis,252,0,204,0,36,16,31,31,31,31,31,31,
Roselia,regular,8,nfe,singles,Eviolite,,Calm,Spikes,Sludge Bomb,Giga Drain,Synthesis,252,0,4,0,252,0,31,31,31,31,31,31,
Roselia,regular,8,nfe,singles,Eviolite,,Modest,Spikes,Leaf Storm,Sludge Bomb,Synthesis/Giga Drain/Sleep Powder,4,0,0,252,0,252,31,31,31,31,31,31,
Roselia,regular,8,nfe,singles,Choice Specs,,Modest,Leaf Storm,Sludge Bomb,Giga Drain,Shadow Ball/Extrasensory,4,0,0,252,0,252,31,31,31,31,31,31,
Roselia,regular,8,zu,singles,Eviolite,Poison Point,Bold,Spikes/Toxic Spikes,Sludge Bomb,Giga Drain,Synthesis,252,0,200,0,0,56,31,31,31,31,31,31,
Carvanha,regular,8,lc,singles,Life Orb,Speed Boost,Modest,Protect,Hydro Pump,Dark Pulse,Ice Beam,0,0,0,236,36,236,9,0,31,31,31,31,
Carvanha,regular,8,lc,singles,Life Orb,Speed Boost,Adamant,Flip Turn,Crunch,Psychic Fangs,Protect,0,196,0,0,36,236,9,31,31,31,31,31,
